name,total_time,created_at,name
"LANL Dilate Thresh",347.952,"2016-09-07 14:57:08.268258",cn13
"LANL ZFP 16 nodes",127.8727,"2016-09-07 15:01:30.921817",cn47
"LANL ZFP 16 nodes",127.9233,"2016-09-07 15:01:30.946527",cn46
"LANL ZFP 16 nodes",129.9235,"2016-09-07 15:01:33.032897",cn49
"LANL ZFP 16 nodes",130.0318,"2016-09-07 15:01:33.111093",cn48
"LANL ZFP 16 nodes",132.9185,"2016-09-07 15:01:35.825324",cn37
"LANL ZFP 16 nodes",135.6994,"2016-09-07 15:01:38.363897",cn12
"LANL ZFP 16 nodes",135.6882,"2016-09-07 15:01:38.534066",cn35
"LANL ZFP 16 nodes",137.0099,"2016-09-07 15:01:39.640574",cn11
"LANL ZFP 16 nodes",137.006,"2016-09-07 15:01:39.793125",cn33
"LANL ZFP 16 nodes",137.205,"2016-09-07 15:01:40.198517",cn45
"LANL ZFP 16 nodes",137.7503,"2016-09-07 15:01:40.501497",cn32
"LANL ZFP 16 nodes",138.3904,"2016-09-07 15:01:41.087638",cn13
"LANL ZFP 16 nodes",138.8456,"2016-09-07 15:01:41.786606",cn38
"LANL ZFP 16 nodes",141.2615,"2016-09-07 15:01:44.076713",cn34
"LANL ZFP 16 nodes",143.6153,"2016-09-07 15:01:46.339557",cn31
"LANL ZFP 16 nodes",143.7157,"2016-09-07 15:01:46.594472",cn36
"LANL Dilate Thresh",307.9346,"2016-09-07 15:09:15.551627",cn47
"LANL Dilate Thresh",312.5683,"2016-09-07 15:09:20.154185",cn46
"LANL Dilate Thresh",315.2948,"2016-09-07 15:09:22.942427",cn48
"LANL Dilate Thresh",316.0606,"2016-09-07 15:09:23.736094",cn49
"LANL Dilate Thresh",326.24,"2016-09-07 15:09:33.628500",cn33
"LANL Dilate Thresh",328.3178,"2016-09-07 15:09:35.874537",cn45
"LANL Dilate Thresh",331.9898,"2016-09-07 15:09:39.432856",cn35
"LANL Dilate Thresh",333.7376,"2016-09-07 15:09:41.235652",cn37
"LANL Dilate Thresh",339.8393,"2016-09-07 15:09:47.196078",cn32
"LANL Dilate Thresh",340.386,"2016-09-07 15:09:47.609412",cn12
"LANL Dilate Thresh",340.2714,"2016-09-07 15:09:47.797611",cn38
"LANL Dilate Thresh",341.1498,"2016-09-07 15:09:48.565656",cn34
"LANL Dilate Thresh",342.4457,"2016-09-07 15:09:49.916237",cn36
"LANL Dilate Thresh",343.7762,"2016-09-07 15:09:51.106116",cn31
"LANL Dilate Thresh",345.5098,"2016-09-07 15:09:52.814171",cn13
"LANL Dilate Thresh",347.9893,"2016-09-07 15:09:55.186975",cn11
